image_path,x_tl,y_tl,xbr,ybr
img/WOMEN/Dresses/id_00001989/03_3_back.jpg,53,39,197,247
img/WOMEN/Dresses/id_00001989/03_7_additional.jpg,91,33,177,164
img/WOMEN/Dresses/id_00001989/04_1_front.jpg,91,39,179,170
img/WOMEN/Dresses/id_00001989/04_2_side.jpg,84,51,143,252
img/WOMEN/Dresses/id_00001989/04_3_back.jpg,61,35,200,239
img/WOMEN/Dresses/id_00001989/04_7_additional.jpg,1,55,256,256
img/WOMEN/Rompers_Jumpsuits/id_00001990/02_1_front.jpg,74,46,189,242
img/WOMEN/Rompers_Jumpsuits/id_00001990/02_2_side.jpg,96,45,175,246
img/WOMEN/Rompers_Jumpsuits/id_00001990/02_3_back.jpg,69,44,184,243
img/WOMEN/Rompers_Jumpsuits/id_00001990/02_4_full.jpg,91,34,161,151
img/WOMEN/Cardigans/id_00001991/01_1_front.jpg,83,42,189,251
img/WOMEN/Cardigans/id_00001991/01_3_back.jpg,59,36,211,243
img/WOMEN/Cardigans/id_00001991/01_7_additional.jpg,55,32,206,157
img/WOMEN/Sweatshirts_Hoodies/id_00001992/01_1_front.jpg,56,47,223,226
img/WOMEN/Sweatshirts_Hoodies/id_00001992/01_2_side.jpg,80,46,160,226
img/WOMEN/Sweatshirts_Hoodies/id_00001992/01_3_back.jpg,54,42,200,244
img/WOMEN/Sweatshirts_Hoodies/id_00001992/01_4_full.jpg,95,32,165,140
img/WOMEN/Sweatshirts_Hoodies/id_00001992/01_7_additional.j,1,36,256,256
img/MEN/Sweaters/id_00001993/01_1_front.jpg,47,46,205,225
img/MEN/Sweaters/id_00001993/01_2_side.jpg,109,40,145,235
img/MEN/Sweaters/id_00001993/01_3_back.jpg,61,33,217,228
img/MEN/Sweaters/id_00001993/01_4_full.jpg,74,27,169,136
img/MEN/Sweaters/id_00001993/01_7_additional.jpg,1,11,256,256
img/WOMEN/Dresses/id_00001994/02_1_front.jpg,62,44,180,249
img/WOMEN/Dresses/id_00001994/02_2_side.jpg,103,34,152,250
img/WOMEN/Dresses/id_00001994/02_3_back.jpg,66,40,188,246
img/WOMEN/Dresses/id_00001994/02_7_additional.jpg,84,35,161,251
img/WOMEN/Tees_Tanks/id_00001995/03_4_full.jpg,120,50,157,103
img/WOMEN/Tees_Tanks/id_00001996/01_1_front.jpg,81,58,191,216
img/WOMEN/Tees_Tanks/id_00001996/01_2_side.jpg,1,11,256,256
img/WOMEN/Tees_Tanks/id_00001996/01_3_back.jpg,66,56,186,231
img/WOMEN/Tees_Tanks/id_00001996/01_4_full.jpg,88,37,153,117
img/WOMEN/Tees_Tanks/id_00001996/01_7_additional.jpg,1,1,256,256
img/WOMEN/Dresses/id_00001997/02_1_front.jpg,1,44,256,256
img/WOMEN/Dresses/id_00001997/02_2_side.jpg,74,46,172,256
img/WOMEN/Dresses/id_00001997/02_3_back.jpg,64,42,196,239
img/WOMEN/Dresses/id_00001997/02_4_full.jpg,112,36,192,156
img/WOMEN/Dresses/id_00001997/02_7_additional.jpg,88,45,215,242
img/WOMEN/Pants/id_00001998/04_1_front.jpg,113,91,168,238
img/WOMEN/Pants/id_00001998/04_2_side.jpg,109,1,140,244
img/WOMEN/Pants/id_00001998/04_3_back.jpg,89,1,184,244
img/WOMEN/Pants/id_00001998/04_4_full.jpg,76,1,179,230
img/WOMEN/Pants/id_00001998/04_7_additional.jpg,1,1,256,256
img/WOMEN/Pants/id_00001998/05_1_front.jpg,99,85,161,243
img/WOMEN/Pants/id_00001998/05_2_side.jpg,112,1,141,245
img/WOMEN/Pants/id_00001998/05_3_back.jpg,85,1,177,250
img/WOMEN/Pants/id_00001998/05_7_additional.jpg,86,1,182,232
img/WOMEN/Pants/id_00001998/06_1_front.jpg,110,88,175,239
img/WOMEN/Pants/id_00001998/06_2_side.jpg,104,1,139,243
img/WOMEN/Pants/id_00001998/06_3_back.jpg,83,1,175,245
img/WOMEN/Pants/id_00001998/06_7_additional.jpg,83,1,178,235
img/WOMEN/Pants/id_00001999/02_1_front.jpg,103,82,162,237
img/WOMEN/Pants/id_00001999/02_2_side.jpg,86,1,175,226
img/WOMEN/Pants/id_00001999/02_3_back.jpg,93,1,167,234
img/WOMEN/Pants/id_00001999/02_7_additional.jpg,94,1,159,228
img/WOMEN/Blouses_Shirts/id_00002000/01_1_front.jpg,36,34,203,256
img/WOMEN/Blouses_Shirts/id_00002000/01_2_side.jpg,85,57,193,240
img/WOMEN/Blouses_Shirts/id_00002000/01_3_back.jpg,72,48,216,247
img/WOMEN/Dresses/id_00002001/02_1_front.jpg,74,26,187,239
img/WOMEN/Dresses/id_00002001/02_2_side.jpg,124,22,159,248
img/WOMEN/Dresses/id_00002001/02_3_back.jpg,91,24,180,254
img/WOMEN/Dresses/id_00002001/02_4_full.jpg,97,25,171,240
img/WOMEN/Sweatshirts_Hoodies/id_00002002/01_1_front.jpg,66,36,200,231
img/WOMEN/Sweatshirts_Hoodies/id_00002002/01_2_side.jpg,93,51,160,241
img/WOMEN/Sweatshirts_Hoodies/id_00002002/01_3_back.jpg,62,52,193,238
img/WOMEN/Sweatshirts_Hoodies/id_00002002/01_4_full.jpg,92,40,164,129
img/WOMEN/Sweatshirts_Hoodies/id_00002002/01_7_additional.j,1,22,256,211
img/WOMEN/Graphic_Tees/id_00002003/01_1_front.jpg,65,49,185,194
img/WOMEN/Graphic_Tees/id_00002003/01_3_back.jpg,51,42,194,236
img/WOMEN/Graphic_Tees/id_00002003/01_7_additional.jpg,107,45,145,222
img/WOMEN/Blouses_Shirts/id_00002004/03_1_front.jpg,66,60,193,213
img/WOMEN/Blouses_Shirts/id_00002004/03_2_side.jpg,100,59,131,231
img/WOMEN/Blouses_Shirts/id_00002004/03_7_additional.jpg,68,67,188,222
img/WOMEN/Blouses_Shirts/id_00002004/04_1_front.jpg,67,51,209,216
img/WOMEN/Blouses_Shirts/id_00002004/04_3_back.jpg,23,36,183,246
img/WOMEN/Blouses_Shirts/id_00002004/04_4_full.jpg,103,32,177,131
img/WOMEN/Blouses_Shirts/id_00002004/04_7_additional.jpg,100,40,188,201
img/WOMEN/Blouses_Shirts/id_00002005/06_1_front.jpg,52,13,213,179
img/WOMEN/Blouses_Shirts/id_00002005/06_2_side.jpg,106,8,156,180
img/WOMEN/Blouses_Shirts/id_00002005/06_3_back.jpg,47,1,222,191
img/WOMEN/Blouses_Shirts/id_00002005/06_4_full.jpg,81,7,176,108
img/MEN/Pants/id_00002006/04_1_front.jpg,68,17,174,227
img/MEN/Pants/id_00002006/04_2_side.jpg,103,1,158,246
img/MEN/Pants/id_00002006/04_3_back.jpg,69,1,182,247
img/MEN/Pants/id_00002006/04_7_additional.jpg,86,104,150,236
img/MEN/Pants/id_00002006/05_1_front.jpg,78,2,187,228
img/MEN/Pants/id_00002006/05_2_side.jpg,90,6,191,232
img/MEN/Pants/id_00002006/05_3_back.jpg,72,1,173,244
img/MEN/Pants/id_00002006/05_7_additional.jpg,86,102,151,235
img/MEN/Pants/id_00002006/06_1_front.jpg,77,10,183,228
img/MEN/Pants/id_00002006/06_2_side.jpg,97,1,183,223
img/MEN/Pants/id_00002006/06_3_back.jpg,71,1,189,246
img/MEN/Pants/id_00002006/06_7_additional.jpg,103,102,169,235
img/MEN/Pants/id_00002006/07_1_front.jpg,85,1,192,217
img/MEN/Pants/id_00002006/07_2_side.jpg,115,5,135,246
img/MEN/Pants/id_00002006/07_3_back.jpg,73,1,183,246
img/MEN/Pants/id_00002006/07_7_additional.jpg,86,97,152,230
img/MEN/Pants/id_00002006/08_1_front.jpg,72,2,188,232
img/MEN/Pants/id_00002006/08_2_side.jpg,89,1,178,244
img/MEN/Pants/id_00002006/08_3_back.jpg,78,3,180,247
img/MEN/Pants/id_00002006/08_7_additional.jpg,86,103,150,234
img/WOMEN/Jackets_Coats/id_00002007/02_1_front.jpg,63,53,193,231
img/WOMEN/Jackets_Coats/id_00002007/02_2_side.jpg,107,51,145,218
img/WOMEN/Jackets_Coats/id_00002007/02_4_full.jpg,84,36,169,128
img/WOMEN/Jackets_Coats/id_00002007/02_7_additional.jpg,47,45,192,246
img/WOMEN/Blouses_Shirts/id_00002008/06_1_front.jpg,58,57,200,203
img/WOMEN/Blouses_Shirts/id_00002008/06_2_side.jpg,123,49,147,204
img/WOMEN/Blouses_Shirts/id_00002008/06_3_back.jpg,59,49,208,214
img/WOMEN/Blouses_Shirts/id_00002008/06_4_full.jpg,90,35,176,130
img/WOMEN/Blouses_Shirts/id_00002008/06_7_additional.jpg,1,1,256,256
img/WOMEN/Dresses/id_00002009/01_1_front.jpg,79,29,151,256
img/WOMEN/Dresses/id_00002009/01_2_side.jpg,115,29,153,196
img/WOMEN/Dresses/id_00002009/01_3_back.jpg,107,26,159,203
img/WOMEN/Dresses/id_00002009/01_7_additional.jpg,1,37,256,256
img/WOMEN/Tees_Tanks/id_00002010/04_1_front.jpg,65,60,199,196
img/WOMEN/Tees_Tanks/id_00002010/04_2_side.jpg,100,45,162,234
img/WOMEN/Tees_Tanks/id_00002010/04_3_back.jpg,74,39,188,241
img/WOMEN/Tees_Tanks/id_00002010/04_4_full.jpg,95,38,169,114
img/WOMEN/Tees_Tanks/id_00002011/01_1_front.jpg,78,56,176,174
img/WOMEN/Tees_Tanks/id_00002011/01_2_side.jpg,114,53,192,194
img/WOMEN/Tees_Tanks/id_00002011/01_3_back.jpg,90,58,186,181
img/WOMEN/Tees_Tanks/id_00002011/01_4_full.jpg,92,38,151,104
img/WOMEN/Tees_Tanks/id_00002011/01_7_additional.jpg,38,1,231,229
img/WOMEN/Blouses_Shirts/id_00002012/02_1_front.jpg,72,64,180,217
img/WOMEN/Blouses_Shirts/id_00002012/02_2_side.jpg,117,53,131,220
img/WOMEN/Blouses_Shirts/id_00002012/02_7_additional.jpg,88,47,147,233
img/WOMEN/Dresses/id_00002013/02_1_front.jpg,86,33,177,168
img/WOMEN/Dresses/id_00002013/02_2_side.jpg,119,41,199,256
img/WOMEN/Dresses/id_00002013/02_3_back.jpg,29,1,228,252
img/WOMEN/Dresses/id_00002013/02_7_additional.jpg,27,46,212,256
img/WOMEN/Blouses_Shirts/id_00002014/01_1_front.jpg,103,69,181,235
img/WOMEN/Blouses_Shirts/id_00002014/01_3_back.jpg,74,54,210,225
img/WOMEN/Blouses_Shirts/id_00002014/01_4_full.jpg,80,37,178,112
img/WOMEN/Blouses_Shirts/id_00002014/01_7_additional.jpg,55,57,204,181
img/WOMEN/Blouses_Shirts/id_00002014/02_1_front.jpg,41,65,214,223
img/WOMEN/Blouses_Shirts/id_00002014/02_2_side.jpg,114,55,143,237
img/WOMEN/Blouses_Shirts/id_00002014/02_3_back.jpg,84,51,197,234
img/WOMEN/Blouses_Shirts/id_00002014/02_7_additional.jpg,1,1,208,256
img/WOMEN/Tees_Tanks/id_00002015/01_1_front.jpg,67,46,209,177
img/WOMEN/Tees_Tanks/id_00002015/01_2_side.jpg,117,48,161,175
img/WOMEN/Tees_Tanks/id_00002015/01_3_back.jpg,95,54,196,190
img/WOMEN/Tees_Tanks/id_00002015/01_7_additional.jpg,92,41,171,106
img/WOMEN/Tees_Tanks/id_00002015/02_1_front.jpg,34,63,172,186
img/WOMEN/Tees_Tanks/id_00002015/02_3_back.jpg,86,59,218,179
img/WOMEN/Tees_Tanks/id_00002015/02_7_additional.jpg,83,6,189,214
img/WOMEN/Tees_Tanks/id_00002015/03_1_front.jpg,62,56,190,168
img/WOMEN/Tees_Tanks/id_00002015/03_2_side.jpg,90,50,118,174
img/WOMEN/Tees_Tanks/id_00002015/03_3_back.jpg,55,57,179,174
img/WOMEN/Tees_Tanks/id_00002015/03_7_additional.jpg,93,40,175,106
img/WOMEN/Tees_Tanks/id_00002016/04_1_front.jpg,34,56,197,207
img/WOMEN/Tees_Tanks/id_00002016/04_2_side.jpg,94,54,117,197
img/WOMEN/Tees_Tanks/id_00002016/04_3_back.jpg,49,55,205,211
img/WOMEN/Tees_Tanks/id_00002016/04_7_additional.jpg,90,39,178,122
img/WOMEN/Jackets_Coats/id_00002017/01_1_front.jpg,70,49,186,250
img/WOMEN/Jackets_Coats/id_00002017/01_2_side.jpg,82,56,144,256
img/WOMEN/Jackets_Coats/id_00002017/01_3_back.jpg,68,44,199,243
img/WOMEN/Jackets_Coats/id_00002017/01_7_additional.jpg,92,32,166,154
img/WOMEN/Tees_Tanks/id_00002018/02_1_front.jpg,91,51,206,195
img/WOMEN/Tees_Tanks/id_00002018/02_2_side.jpg,65,30,118,236
img/WOMEN/Tees_Tanks/id_00002018/02_4_full.jpg,102,37,164,112
img/WOMEN/Tees_Tanks/id_00002018/02_7_additional.jpg,64,35,188,202
img/WOMEN/Dresses/id_00002019/02_1_front.jpg,101,35,171,162
img/WOMEN/Dresses/id_00002019/02_2_side.jpg,87,26,136,215
img/WOMEN/Dresses/id_00002019/02_3_back.jpg,57,4,194,255
img/WOMEN/Dresses/id_00002019/02_7_additional.jpg,1,35,256,256
img/WOMEN/Dresses/id_00002020/02_1_front.jpg,58,51,188,242
img/WOMEN/Dresses/id_00002020/02_3_back.jpg,77,48,190,256
img/WOMEN/Dresses/id_00002020/02_4_full.jpg,84,35,194,164
img/WOMEN/Dresses/id_00002020/02_7_additional.jpg,104,48,145,255
img/WOMEN/Cardigans/id_00002021/01_1_front.jpg,93,49,215,207
img/WOMEN/Cardigans/id_00002021/01_2_side.jpg,92,50,202,244
img/WOMEN/Cardigans/id_00002021/01_3_back.jpg,52,38,210,239
img/WOMEN/Cardigans/id_00002021/01_7_additional.jpg,124,39,203,144
img/WOMEN/Tees_Tanks/id_00002022/02_1_front.jpg,64,51,191,189
img/WOMEN/Tees_Tanks/id_00002022/02_2_side.jpg,105,49,160,193
img/WOMEN/Tees_Tanks/id_00002022/02_3_back.jpg,64,45,202,202
img/WOMEN/Tees_Tanks/id_00002022/02_4_full.jpg,98,37,164,123
img/WOMEN/Blouses_Shirts/id_00002023/03_1_front.jpg,56,52,206,224
img/WOMEN/Blouses_Shirts/id_00002023/03_3_back.jpg,55,44,221,235
img/WOMEN/Blouses_Shirts/id_00002023/03_4_full.jpg,137,35,215,132
img/WOMEN/Blouses_Shirts/id_00002023/03_7_additional.jpg,107,51,198,231
img/WOMEN/Skirts/id_00002024/02_1_front.jpg,95,88,153,166
img/WOMEN/Skirts/id_00002024/02_3_back.jpg,86,18,171,136
img/WOMEN/Skirts/id_00002024/02_4_full.jpg,83,4,167,136
img/WOMEN/Skirts/id_00002024/02_7_additional.jpg,112,17,124,141
img/WOMEN/Tees_Tanks/id_00002025/01_1_front.jpg,69,53,203,195
img/WOMEN/Tees_Tanks/id_00002025/01_2_side.jpg,140,52,154,187
img/WOMEN/Tees_Tanks/id_00002025/01_3_back.jpg,61,48,206,201
img/WOMEN/Tees_Tanks/id_00002025/01_7_additional.jpg,76,40,160,115
img/WOMEN/Graphic_Tees/id_00002026/01_1_front.jpg,99,55,215,216
img/WOMEN/Graphic_Tees/id_00002026/01_2_side.jpg,117,57,176,242
img/WOMEN/Graphic_Tees/id_00002026/01_3_back.jpg,31,1,225,248
img/WOMEN/Graphic_Tees/id_00002026/01_7_additional.jpg,1,1,256,256
img/WOMEN/Sweaters/id_00002027/01_1_front.jpg,40,51,184,217
img/WOMEN/Sweaters/id_00002027/01_2_side.jpg,103,53,159,230
img/WOMEN/Sweaters/id_00002027/01_3_back.jpg,88,64,226,244
img/WOMEN/Sweaters/id_00002027/01_4_full.jpg,107,17,153,116
img/WOMEN/Sweaters/id_00002027/01_7_additional.jpg,63,70,213,219
img/WOMEN/Rompers_Jumpsuits/id_00002028/01_1_front.jpg,90,50,200,224
img/WOMEN/Rompers_Jumpsuits/id_00002028/01_3_back.jpg,81,43,203,236
img/WOMEN/Rompers_Jumpsuits/id_00002028/01_7_additional.jpg,115,33,180,138
img/MEN/Tees_Tanks/id_00002029/01_1_front.jpg,84,38,222,223
img/MEN/Tees_Tanks/id_00002029/01_2_side.jpg,71,37,106,220
img/MEN/Tees_Tanks/id_00002029/01_3_back.jpg,28,32,184,237
img/MEN/Tees_Tanks/id_00002029/01_7_additional.jpg,100,29,191,139
img/WOMEN/Tees_Tanks/id_00002030/01_1_front.jpg,55,53,193,200
img/WOMEN/Tees_Tanks/id_00002030/01_2_side.jpg,86,52,174,224
img/WOMEN/Tees_Tanks/id_00002030/01_3_back.jpg,51,32,200,238
img/WOMEN/Tees_Tanks/id_00002030/01_7_additional.jpg,1,1,256,256
img/WOMEN/Shorts/id_00002031/02_1_front.jpg,77,153,197,239
img/WOMEN/Shorts/id_00002031/02_2_side.jpg,94,8,185,86
img/WOMEN/Shorts/id_00002031/02_3_back.jpg,75,15,169,91
img/WOMEN/Shorts/id_00002031/02_4_full.jpg,92,97,163,141
img/WOMEN/Shorts/id_00002031/02_7_additional.jpg,96,11,168,96
img/WOMEN/Shorts/id_00002032/02_1_front.jpg,96,148,210,234
img/WOMEN/Shorts/id_00002032/02_2_side.jpg,86,2,165,87
img/WOMEN/Shorts/id_00002032/02_3_back.jpg,86,4,186,84
img/WOMEN/Shorts/id_00002032/02_7_additional.jpg,39,1,218,129
img/WOMEN/Shorts/id_00002033/01_1_front.jpg,79,146,189,221
img/WOMEN/Shorts/id_00002033/01_2_side.jpg,37,25,201,163
img/WOMEN/Shorts/id_00002033/01_3_back.jpg,26,4,235,143
img/WOMEN/Shorts/id_00002033/01_4_full.jpg,94,93,159,128
img/WOMEN/Graphic_Tees/id_00002034/01_1_front.jpg,106,29,224,227
img/WOMEN/Graphic_Tees/id_00002034/01_2_side.jpg,82,38,166,236
img/WOMEN/Graphic_Tees/id_00002034/01_3_back.jpg,68,53,214,256
img/WOMEN/Graphic_Tees/id_00002034/01_4_full.jpg,98,37,168,120
img/WOMEN/Graphic_Tees/id_00002034/01_7_additional.jpg,1,25,256,256
img/MEN/Shirts_Polos/id_00002035/01_1_front.jpg,57,44,203,235
img/MEN/Shirts_Polos/id_00002035/01_2_side.jpg,92,47,141,240
img/MEN/Shirts_Polos/id_00002035/01_3_back.jpg,28,46,207,254
img/MEN/Shirts_Polos/id_00002035/01_7_additional.jpg,85,31,177,141
img/MEN/Shirts_Polos/id_00002035/02_1_front.jpg,47,42,208,235
img/MEN/Shirts_Polos/id_00002035/02_2_side.jpg,87,44,142,256
img/MEN/Shirts_Polos/id_00002035/02_3_back.jpg,38,39,211,256
img/MEN/Shirts_Polos/id_00002035/02_4_full.jpg,103,36,187,136
img/MEN/Shirts_Polos/id_00002035/02_7_additional.jpg,1,24,256,256
img/WOMEN/Rompers_Jumpsuits/id_00002036/02_1_front.jpg,72,61,194,256
img/WOMEN/Rompers_Jumpsuits/id_00002036/02_2_side.jpg,95,58,155,256
img/WOMEN/Rompers_Jumpsuits/id_00002036/02_4_full.jpg,96,38,167,152
img/WOMEN/Rompers_Jumpsuits/id_00002036/02_7_additional.jpg,100,55,182,256
img/WOMEN/Leggings/id_00002037/01_1_front.jpg,108,95,166,216
img/WOMEN/Leggings/id_00002037/01_2_side.jpg,116,1,146,202
img/WOMEN/Leggings/id_00002037/01_3_back.jpg,89,5,181,214
img/WOMEN/Leggings/id_00002037/01_7_additional.jpg,84,1,170,202
img/WOMEN/Shorts/id_00002038/04_1_front.jpg,64,156,182,230
img/WOMEN/Shorts/id_00002038/04_2_side.jpg,114,98,169,193
img/WOMEN/Shorts/id_00002038/04_3_back.jpg,56,94,217,195
img/WOMEN/Shorts/id_00002038/04_4_full.jpg,96,98,163,132
img/WOMEN/Shorts/id_00002038/04_7_additional.jpg,41,92,199,193
img/WOMEN/Shorts/id_00002038/05_1_front.jpg,73,151,180,213
img/WOMEN/Shorts/id_00002038/05_2_side.jpg,122,31,145,160
img/WOMEN/Shorts/id_00002038/05_3_back.jpg,20,31,241,158
img/WOMEN/Shorts/id_00002038/05_4_full.jpg,96,104,166,133
img/WOMEN/Shorts/id_00002038/06_1_front.jpg,75,149,183,206
img/WOMEN/Shorts/id_00002038/06_2_side.jpg,88,17,165,159
img/WOMEN/Shorts/id_00002038/06_3_back.jpg,16,20,244,154
img/WOMEN/Shorts/id_00002038/06_4_full.jpg,101,99,171,131
img/WOMEN/Shorts/id_00002038/11_1_front.jpg,76,146,183,212
img/WOMEN/Shorts/id_00002038/11_2_side.jpg,54,22,198,158
img/WOMEN/Shorts/id_00002038/11_3_back.jpg,25,23,235,145
img/WOMEN/Shorts/id_00002038/11_4_full.jpg,94,99,164,135
img/WOMEN/Shorts/id_00002038/11_7_additional.jpg,19,33,243,155
img/WOMEN/Shorts/id_00002038/12_1_front.jpg,73,158,193,227
img/WOMEN/Shorts/id_00002038/12_2_side.jpg,47,39,203,192
img/WOMEN/Shorts/id_00002038/12_3_back.jpg,16,45,245,170
img/WOMEN/Shorts/id_00002038/12_4_full.jpg,107,102,155,141
img/WOMEN/Shorts/id_00002038/12_7_additional.jpg,18,48,244,170
img/WOMEN/Jackets_Coats/id_00002039/02_1_front.jpg,90,35,200,256
img/WOMEN/Jackets_Coats/id_00002039/02_3_back.jpg,56,21,178,255
img/WOMEN/Jackets_Coats/id_00002039/02_7_additional.jpg,113,24,150,187
img/WOMEN/Blouses_Shirts/id_00002040/03_1_front.jpg,66,50,203,201
img/WOMEN/Blouses_Shirts/id_00002040/03_2_side.jpg,124,44,138,193
img/WOMEN/Blouses_Shirts/id_00002040/03_3_back.jpg,59,57,202,202
img/WOMEN/Cardigans/id_00002041/02_1_front.jpg,105,29,161,251
img/WOMEN/Cardigans/id_00002041/02_2_side.jpg,50,31,204,229
img/WOMEN/Cardigans/id_00002041/02_3_back.jpg,61,22,181,232
img/WOMEN/Cardigans/id_00002041/02_7_additional.jpg,1,33,256,256
img/WOMEN/Dresses/id_00002042/01_1_front.jpg,54,45,170,255
img/WOMEN/Dresses/id_00002042/01_2_side.jpg,112,1,170,256
img/WOMEN/Dresses/id_00002042/01_4_full.jpg,77,42,149,173
img/WOMEN/Dresses/id_00002042/01_7_additional.jpg,102,37,210,255
img/WOMEN/Sweaters/id_00002043/02_1_front.jpg,84,40,175,123
img/WOMEN/Sweaters/id_00002043/02_2_side.jpg,79,71,141,253
img/WOMEN/Sweaters/id_00002043/02_3_back.jpg,51,55,196,238
img/WOMEN/Sweaters/id_00002043/02_7_additional.jpg,34,73,206,240
img/WOMEN/Blouses_Shirts/id_00002044/01_1_front.jpg,90,45,212,222
img/WOMEN/Blouses_Shirts/id_00002044/01_3_back.jpg,47,33,198,226
img/WOMEN/Blouses_Shirts/id_00002044/01_7_additional.jpg,101,47,159,237
img/WOMEN/Sweaters/id_00002045/04_1_front.jpg,53,58,202,252
img/WOMEN/Sweaters/id_00002045/04_2_side.jpg,74,13,189,256
img/WOMEN/Sweaters/id_00002045/04_3_back.jpg,57,61,201,256
img/WOMEN/Sweaters/id_00002045/04_4_full.jpg,81,41,159,154
img/WOMEN/Sweaters/id_00002045/04_7_additional.jpg,54,56,191,255
img/WOMEN/Sweaters/id_00002045/05_1_front.jpg,77,51,193,256
img/WOMEN/Sweaters/id_00002045/05_2_side.jpg,112,58,160,256
img/WOMEN/Sweaters/id_00002045/05_3_back.jpg,59,60,197,256
img/WOMEN/Sweaters/id_00002045/05_7_additional.jpg,77,38,187,150
img/MEN/Shorts/id_00002046/01_1_front.jpg,115,113,164,172
img/MEN/Shorts/id_00002046/01_2_side.jpg,37,24,225,218
img/MEN/Shorts/id_00002046/01_3_back.jpg,67,1,192,109
img/MEN/Shorts/id_00002046/01_7_additional.jpg,108,11,125,107
img/MEN/Pants/id_00002047/01_1_front.jpg,70,21,184,237
img/MEN/Pants/id_00002047/01_2_side.jpg,97,21,162,250
img/MEN/Pants/id_00002047/01_3_back.jpg,62,10,186,251
img/MEN/Pants/id_00002047/01_6_flat.jpg,58,1,195,256
img/MEN/Pants/id_00002047/01_7_additional.jpg,91,100,161,242
img/WOMEN/Blouses_Shirts/id_00002048/02_1_front.jpg,76,53,164,203
img/WOMEN/Blouses_Shirts/id_00002048/02_2_side.jpg,45,10,203,251
img/WOMEN/Blouses_Shirts/id_00002048/02_3_back.jpg,55,53,200,222
img/WOMEN/Blouses_Shirts/id_00002048/02_4_full.jpg,74,36,176,137
img/WOMEN/Blouses_Shirts/id_00002048/02_7_additional.jpg,1,18,256,256
img/WOMEN/Sweaters/id_00002049/01_1_front.jpg,91,33,168,166
img/WOMEN/Sweaters/id_00002049/01_2_side.jpg,92,27,166,182
img/WOMEN/Sweaters/id_00002049/01_3_back.jpg,116,22,160,177
img/WOMEN/Sweaters/id_00002049/01_4_full.jpg,81,20,172,154
img/WOMEN/Sweaters/id_00002049/02_1_front.jpg,73,28,155,190
img/WOMEN/Sweaters/id_00002049/02_2_side.jpg,94,31,146,177
img/WOMEN/Sweaters/id_00002049/02_3_back.jpg,84,23,178,198
img/WOMEN/Sweaters/id_00002049/02_4_full.jpg,90,30,172,190
img/WOMEN/Blouses_Shirts/id_00002050/02_1_front.jpg,52,36,195,214
img/WOMEN/Blouses_Shirts/id_00002050/02_3_back.jpg,55,49,193,226
img/WOMEN/Blouses_Shirts/id_00002050/02_4_full.jpg,87,33,135,132
img/WOMEN/Blouses_Shirts/id_00002050/02_7_additional.jpg,83,56,138,251
img/WOMEN/Cardigans/id_00002051/03_2_side.jpg,97,47,149,248
img/WOMEN/Cardigans/id_00002051/03_3_back.jpg,55,47,206,256
img/WOMEN/Cardigans/id_00002051/03_7_additional.jpg,76,33,142,146
img/WOMEN/Cardigans/id_00002051/04_1_front.jpg,96,35,220,251
img/WOMEN/Cardigans/id_00002051/04_2_side.jpg,90,11,190,256
img/WOMEN/Cardigans/id_00002051/04_3_back.jpg,69,41,208,256
img/WOMEN/Cardigans/id_00002051/04_7_additional.jpg,58,34,125,151
img/WOMEN/Blouses_Shirts/id_00002052/01_1_front.jpg,55,40,171,193
img/WOMEN/Blouses_Shirts/id_00002052/01_3_back.jpg,86,41,208,226
img/WOMEN/Blouses_Shirts/id_00002052/01_4_full.jpg,94,38,161,125
img/WOMEN/Blouses_Shirts/id_00002052/01_7_additional.jpg,145,13,183,196
img/WOMEN/Pants/id_00002053/03_1_front.jpg,79,85,163,207
img/WOMEN/Pants/id_00002053/03_2_side.jpg,109,20,168,192
img/WOMEN/Pants/id_00002053/03_3_back.jpg,78,24,208,191
img/WOMEN/Pants/id_00002053/03_7_additional.jpg,80,21,183,196
img/WOMEN/Tees_Tanks/id_00002054/04_1_front.jpg,91,40,127,164
img/WOMEN/Tees_Tanks/id_00002054/04_3_back.jpg,66,74,200,230
img/WOMEN/Tees_Tanks/id_00002054/04_4_full.jpg,110,37,170,100
img/WOMEN/Tees_Tanks/id_00002054/04_7_additional.jpg,75,59,190,178
img/WOMEN/Tees_Tanks/id_00002054/05_1_front.jpg,47,66,163,229
img/WOMEN/Tees_Tanks/id_00002054/05_3_back.jpg,56,52,193,201
img/WOMEN/Tees_Tanks/id_00002054/05_4_full.jpg,123,40,154,102
img/WOMEN/Tees_Tanks/id_00002054/05_7_additional.jpg,105,59,206,177
img/WOMEN/Tees_Tanks/id_00002054/06_1_front.jpg,67,58,165,202
img/WOMEN/Tees_Tanks/id_00002054/06_3_back.jpg,73,49,188,181
img/WOMEN/Tees_Tanks/id_00002054/06_4_full.jpg,105,40,155,99
img/WOMEN/Tees_Tanks/id_00002054/06_7_additional.jpg,77,63,204,201
img/MEN/Pants/id_00002055/01_1_front.jpg,63,1,187,222
img/MEN/Pants/id_00002055/01_2_side.jpg,126,3,150,231
img/MEN/Pants/id_00002055/01_3_back.jpg,63,4,195,234
img/MEN/Pants/id_00002055/01_4_full.jpg,1,1,256,256
img/MEN/Pants/id_00002055/01_7_additional.jpg,98,102,158,234
img/WOMEN/Dresses/id_00002056/04_1_front.jpg,116,33,175,220
